,material_id,energy_per_atom,Space Group,a,b,c,alpha,beta,gamma,C
5478,C-172930-9950-9,-154.3111515,12,2.48199,3.6880599999999997,4.89782,66.86078,59.50351000000002,70.3433,6.0
5479,C-80186-3462-31,-154.21312666666668,8,3.7142000000000004,5.35086,4.20441,66.84592,89.98344,69.81104000000002,12.0
5480,C-177244-4718-5,-154.249800625,1,2.48563,6.26687,6.30632,99.05427,101.33744,90.07010999999999,16.0
5481,C-90858-8157-7,-154.444825,10,3.10119,4.64235,6.41736,91.53809,104.76386,105.27708,12.0
5482,C-148219-4273-24,-154.2629775,1,2.4264299999999994,4.818360000000001,6.2598,70.89308,78.71894,59.70808,8.0
5483,C-113048-91-19,-154.200765,1,3.40586,3.35062,4.58255,111.48113,90.83191,87.91228,8.0
5484,C-145300-1207-44,-154.09711416666667,1,2.45843,6.62826,4.45256,76.55534,77.97355,92.65918000000002,12.0
5485,C-13931-57-17,-154.46217566666667,2,2.43177,3.95662,4.68535,95.69942,74.43893,89.67455,6.0
5486,C-76058-7769-48,-154.22235375,12,2.48447,3.82382,5.98081,111.73006,101.9635,108.94577000000001,8.0
5487,C-90841-9811-62,-154.20401166666667,2,4.25253,3.77416,6.39816,77.6238,74.65228000000002,48.92720000000002,12.0
5488,C-134199-8894-5,-154.2112025,2,3.3869200000000004,4.2449,4.42854,96.7085,72.09153000000002,105.4202,8.0
5489,C-34615-6034-44,-154.0909375,1,2.49062,5.91761,8.10345,123.55903,100.1567,98.1351,16.0
5490,C-80182-7828-30,-154.13018875,8,2.4576,4.448800000000001,7.14606,105.90578,110.18376,105.95006,8.0
5491,C-176646-2657-2,-154.54496783333337,227,2.48823,2.4878499999999995,6.57754,67.77212,100.92249,120.01940000000002,6.0
5492,C-170888-2365-5,-154.36310875,10,2.48762,4.76022,4.69576,103.53894000000001,89.93343,58.52165000000001,8.0
5493,C-28213-8691-14,-154.15121,6,2.45517,5.67062,7.96668,58.43598,89.99959,89.98545,14.0
5494,C-13671-2117-6,-154.329185,5,4.11456,3.3984099999999997,3.3983,93.87813,78.51591,78.53364999999998,8.0
5495,C-13929-1342-28,-154.28812483333334,63,2.47504,4.2472,3.72195,64.02532,90.01004,90.00351000000002,6.0
5496,C-72736-7953-40,-154.40983,179,3.51489,3.3181500000000006,3.51862,90.00243,120.00181,89.99397,6.0
5497,C-141033-8048-21,-154.2185614285714,1,2.46257,4.19835,7.83658,105.1762,89.5649,91.23807000000001,14.0
5498,C-79920-1187-70,-154.07163291666666,1,2.46828,5.02702,12.92102,101.55531,105.07653,88.49894,24.0
5499,C-56479-4760-20,-154.2033125,5,4.68615,4.583969999999999,3.35388,68.57237,46.456210000000006,75.38687,8.0
5500,C-126173-3769-7,-154.381143,1,2.4846,4.594950000000001,5.48695,110.44566999999999,89.99622,105.67828,10.0
5501,C-34637-5565-37,-154.18204083333333,11,2.40891,6.2518,6.70324,118.93340000000002,111.11054,90.10703999999998,12.0
5502,C-193960-2739-33,-154.2003335,69,2.49038,4.35632,5.91573,123.80447,114.92047999999998,106.58004000000001,6.0
5503,C-193909-3159-33,-154.20301316666666,9,2.4612199999999995,4.4868,3.35771,111.99267,104.49054000000001,84.63919000000001,6.0
5504,C-107746-1080-6,-154.08164250000002,1,2.4579199999999997,5.90983,5.15182,101.76666,92.53426,109.61894,12.0
5505,C-130561-7361-24,-154.247188,1,3.49607,4.91217,4.83728,100.91999,65.09144,89.18169,10.0
5506,C-172914-2327-38,-154.45941683333334,1,2.42955,2.42985,8.43717,89.32438,89.01285000000001,59.988069999999986,6.0
5507,C-96663-8819-1,-154.44371483333333,2,2.43538,3.0237599999999993,6.40087,89.18872,100.74516,111.01477000000001,6.0
5508,C-142791-7919-47,-154.47685875,11,2.43136,6.20712,4.01114,71.03211,90.00414000000002,89.99972,8.0
5509,C-145317-4010-32,-154.18631875,1,3.4371699999999996,4.24623,4.68913,117.2086,90.77134,74.05323,8.0
5510,C-41266-1576-28,-154.2064695,2,3.63187,3.27669,3.26991,80.81299,104.48462,104.54603999999999,6.0
5511,C-189717-5242-20,-154.15005566666667,2,3.22344,3.25884,5.12114,114.02968999999999,66.13767000000001,111.48456000000002,6.0
5512,C-142773-2815-12,-154.15225875,2,2.45979,5.809660000000001,7.1722,105.4059,99.82504,102.21389,16.0
5513,C-177252-751-23,-154.090970625,1,2.51053,7.00692,6.37036,61.95176,84.17399,79.40156,16.0
5514,C-134201-7830-15,-154.16761125,8,3.3183,3.31805,5.02788,111.85810999999998,68.1523,97.35352999999999,8.0
5515,C-101115-4228-46,-154.18011055555556,1,2.47357,6.167,7.74007,84.04335,90.00301000000002,78.49384,18.0
5516,C-152603-7618-15,-154.115399,1,2.43834,5.95541,4.84201,73.09092,82.87817,73.02450000000002,10.0
5517,C-28230-7089-24,-154.404228,11,2.48324,4.93977,6.07124,66.2955,89.98186000000001,59.79220999999999,10.0
5518,C-13891-6939-8,-154.54785083333334,227,2.48758,4.30367,4.30354,131.77203,73.27003,106.73985,6.0
5519,C-73621-2756-42,-154.0946475,2,2.91702,3.74856,5.70068,90.03176000000002,109.52293,93.686,8.0
5520,C-170378-1288-33,-154.1472425,2,2.4582300000000004,3.40046,5.95209,107.99287,101.9099,111.21635,6.0
5521,C-28220-4725-14,-154.30789916666666,12,2.48065,3.68928,4.21707,104.8627,89.98783,70.32355,6.0
5522,C-130542-9068-50,-154.30359533333333,63,2.4299,4.858169999999999,4.86118,75.10616,120.07958,120.05238000000001,6.0
5523,C-126161-9940-8,-154.09552499999998,1,2.44725,5.61613,7.28049,73.05605,80.77545000000002,78.41737,14.0
5524,C-92146-6335-12,-154.199192,69,2.4912399999999995,3.59063,5.3652,126.08411,90.00875,110.26144,6.0
5525,C-13644-8695-7,-154.0930775,1,3.0984699999999994,3.74782,5.71158,89.99218,89.46664000000001,118.5461,8.0
5526,C-34660-1476-36,-154.1717025,1,3.85296,4.02288,4.20403,69.15168,91.21843000000001,72.67021,8.0
5527,C-80153-8379-21,-154.13497416666667,2,2.61189,4.28868,7.48391,73.21772000000001,100.62775,90.62166000000002,12.0
5528,C-177268-8621-37,-154.14524625,5,4.701700000000001,3.33524,4.68275,69.12536,75.27047,44.83068000000002,8.0
5529,C-90809-799-43,-154.45242625,2,2.4307799999999995,5.622830000000001,4.20434,91.77623,89.7763,86.90944,8.0
5530,C-57169-8585-41,-154.22121416666667,1,2.46353,5.67028,6.35386,112.78232,78.80795,115.72191000000001,12.0
5531,C-141033-8048-44,-154.2551175,5,2.4516200000000006,4.55091,6.14697,139.64667,78.45738,105.66459999999998,6.0
5532,C-41288-1079-8,-154.08907,1,2.5135200000000006,6.021450000000001,4.1976,75.62514,96.11728,74.68498,10.0
5533,C-113048-91-42,-154.5221075,194,2.4741700000000004,4.28161,4.80337,116.46379,75.06748,89.99714,8.0
5534,C-142755-3271-2,-154.16300375,8,2.43848,4.68745,4.68842,112.75644000000001,74.8935,105.08352,8.0
5535,C-126187-3348-9,-154.5465745,227,2.48739,4.304669999999999,4.3055,119.95282,106.80417999999999,106.78846000000001,6.0
5536,C-80191-3962-52,-154.44227375,2,2.43024,4.20575,5.69127,84.01123,100.99877,89.8294,8.0
5537,C-76022-4977-11,-154.52433125,194,2.47448,4.805,4.2827,63.52148,90.01378000000001,75.09295000000002,8.0
5538,C-141016-4064-45,-154.08163983333333,10,2.53415,2.45571,6.4568,89.71569,100.00357,91.48625000000001,6.0
5539,C-152554-2594-46,-154.423692,12,3.05554,2.42844,5.78248,102.12164,87.47448,89.86487000000001,6.0
5540,C-41276-8743-9,-154.31123499999998,12,2.48139,3.6893099999999994,4.21827,104.74373000000001,89.98782000000001,109.6482,6.0
5541,C-150733-156-18,-154.1030859090909,1,2.48061,7.87103,7.23135,90.75989000000001,80.1455,99.04415,22.0
5542,C-148225-7911-67,-154.08854625,1,2.4565600000000005,6.24579,7.55219,64.04786,79.03084,79.72605000000001,16.0
5543,C-40134-7379-16,-154.2573,65,2.47313,6.12036,3.23625,57.87094,67.48046,78.30307,6.0
5544,C-72732-3061-34,-154.24890150000002,5,2.45237,4.54607,6.07173,129.80100000000002,101.68507999999999,105.58880999999998,6.0
5545,C-73665-9416-44,-154.2224575,12,2.43172,4.226400000000001,4.81742,82.22777,75.30385,73.26336,8.0
5546,C-170875-296-17,-154.1262675,1,2.4294300000000004,2.61165,10.19673,123.51245,97.203,89.69496,8.0
5547,C-148248-8795-28,-154.46333875,1,2.43114,5.829079999999999,8.39999,97.71484,90.01148000000002,78.24124000000002,16.0
5548,C-102877-398-25,-154.44705375,12,3.07566,4.2099899999999995,4.85726,89.99511000000001,68.40037,77.36295,8.0
5549,C-53808-9103-23,-154.449945,12,3.06781,2.43059,6.94503,79.47903000000001,58.38129000000001,89.49091,6.0
5550,C-57152-4967-3,-154.06972136363638,1,3.52024,5.26513,7.84618,83.92208,92.93024,62.816209999999984,22.0
5551,C-76038-158-44,-154.0978825,12,3.67338,3.69444,4.79724,105.16385,105.18582000000002,108.483,8.0
5552,C-56501-2516-38,-154.2400425,2,2.5,4.25959,5.44534,108.87653,117.31391,89.97653,8.0
5553,C-53836-3159-20,-154.456386,1,2.42975,2.42983,8.45268,94.42624,87.4874,59.993670000000016,6.0
5554,C-96719-5209-15,-154.15551033333332,26,2.48193,4.57814,3.74123,90.00754,90.02241,122.81636,6.0
5555,C-56477-948-44,-154.469785,12,2.43274,4.60396,5.87514,67.29355,78.08046,74.51057,8.0
5556,C-141037-8469-37,-154.15796466666666,12,2.46131,3.3995900000000003,5.31472,96.02759,90.0046,111.13191999999998,6.0
5557,C-9590-2380-31,-154.42728875,2,3.01979,4.10165,5.57016,81.57162,60.33659000000001,70.62933,8.0
5558,C-13931-57-9,-154.11125683333333,2,2.91968,3.6386599999999993,4.81745,67.71952000000002,72.7013,68.75425,6.0
5559,C-157699-5650-50,-154.20093216666666,12,3.27246,3.63142,4.24107,89.99932999999999,130.42357000000004,104.5194,6.0
5560,C-102909-4745-35,-154.12460625,2,4.77106,2.98773,4.78435,106.97232,60.65650000000001,106.52263,8.0
5561,C-113045-1591-52,-154.1649075,1,2.45419,4.81356,5.07346,94.68563000000002,104.02185,120.68118000000001,8.0
5562,C-189738-7344-24,-154.29976783333333,40,2.42456,4.20752,4.20376,88.5133,89.99062000000002,90.01703000000002,6.0
5563,C-126134-7012-32,-154.0793285,12,2.6558800000000002,4.8188,4.37836,73.05701,55.69324000000001,91.77155,6.0
5564,C-40108-9032-1,-154.196955,2,2.42407,5.34057,7.03601,111.59339,122.61502999999999,89.93076,10.0
5565,C-57129-5279-56,-154.0988675,2,2.52334,5.16581,4.45588,97.16469,97.51856,123.80744000000001,8.0
5566,C-193924-4401-5,-154.23175133333334,12,2.51306,4.11173,4.19062,60.61641,72.31688,90.00192,6.0
5567,C-145366-5636-38,-154.1271625,2,2.48847,3.71439,8.48012,83.65219,98.45792,70.40327,12.0
5568,C-134177-945-52,-154.3678,10,2.4869299999999996,4.06131,4.69629,105.99260000000001,90.00855000000001,89.99509,8.0
5569,C-102866-2261-17,-154.523665,20,2.4735,4.80361,5.94056,74.14975,90.00356,104.92133,12.0
5570,C-126169-9026-28,-154.45289283333332,2,2.43109,3.92237,4.6983,95.9465,105.56848,90.4107,6.0
5571,C-170886-315-3,-154.1096075,2,2.5036400000000003,3.29659,7.1136,113.56413,89.72631000000001,112.17987,8.0
5572,C-145321-8105-18,-154.1158075,1,2.40857,9.36545,7.37801,135.93511000000004,99.25546,90.35393,16.0
5573,C-184076-5045-26,-154.18927642857145,6,2.42848,5.47893,6.5139,86.43806,90.00078999999998,89.98031,14.0
5574,C-76018-5190-18,-154.12474833333332,1,2.48056,3.97819,7.41001,97.05721000000001,80.30824000000001,90.02051,12.0
5575,C-47654-5863-7,-154.52244375,194,2.47393,4.8034,4.28067,116.47249,89.99539,104.92252999999998,8.0
5576,C-28213-8691-41,-154.44088233333335,12,2.43103,3.9208599999999993,4.65415,83.38365,74.87607000000001,89.7251,6.0
5577,C-130520-8193-35,-154.43204283333333,12,2.42912,3.03561,5.86299,86.15877000000002,101.55719999999998,89.11316,6.0
5578,C-96700-8739-16,-154.42822166666667,12,3.03722,2.42835,5.84375,78.6342,93.47809,88.64871,6.0
5579,C-152554-2594-5,-154.461993,2,2.4317300000000004,3.17133,6.46585,74.90961000000001,88.70821000000001,64.55842000000003,6.0
5580,C-34645-8087-30,-154.183915,2,4.67095,4.75994,4.22653,62.20689,60.35226,47.82824999999999,8.0
5581,C-145302-9438-10,-154.26568375,1,2.44714,7.52422,6.16126,85.45455000000001,89.98268,80.64319,16.0
5582,C-80155-5756-50,-154.46298375,2,2.43156,4.54285,5.93823,67.45467,93.47582,76.89016,8.0
5583,C-145340-6787-25,-154.32228125,12,3.39588,3.39677,4.11472,78.52903,101.45168,86.11709,8.0
5584,C-150731-2921-35,-154.106175,1,2.46404,4.48656,9.66909,104.16229000000001,88.53314,92.83224,18.0
5585,C-28246-1719-3,-154.528655,5,2.47789,2.47797,6.31122,101.2947,78.69159,120.01394999999998,6.0
5586,C-152583-4955-28,-154.143189,2,2.46841,3.327,10.23067,128.94639,97.15873,100.24796,10.0
5587,C-189711-9707-16,-154.524616,166,2.47762,2.4774399999999996,6.30996,101.33386,90.01173000000001,59.969809999999995,6.0
5588,C-194797-5170-34,-154.14759666666666,1,3.41667,3.61313,11.26878,67.20648,81.03972,60.661519999999996,18.0
5589,C-80144-1745-24,-154.18771,14,4.73471,3.42626,4.5474,71.33128,103.41524,136.43151,8.0
5590,C-41288-1079-26,-154.16484666666665,1,2.46403,3.39393,5.28107,93.01738,90.00775000000002,111.30689999999998,6.0
5591,C-76030-274-23,-154.19812625,1,3.84358,4.10657,4.14508,88.51908000000002,71.45448,71.86588,8.0
5592,C-47650-9988-24,-154.285999375,1,2.42686,5.644,9.56555,117.06107,97.24785,102.45417999999998,16.0
5593,C-126136-4977-44,-154.12165857142855,1,2.47366,6.858429999999999,6.3147,75.22466,112.97842000000001,110.93293,14.0
5594,C-92132-9617-34,-154.243876,1,3.4609999999999994,3.357,5.88314,115.48699,97.89572000000001,89.28037,10.0
5595,C-90849-4956-7,-154.28409875,1,2.4574,3.66121,6.47599,80.07362,100.91918,70.4216,8.0
5596,C-80166-8785-26,-154.32189,64,3.2856300000000003,3.28367,5.41103,127.34678999999998,84.87963,98.44571,8.0
5597,C-148234-7928-53,-154.3657175,5,2.48446,4.67519,4.08768,83.30616,90.00346,105.43593,8.0
5598,C-73629-2757-2,-154.4486975,2,2.4294,6.04075,7.22922,122.94759,106.17708999999999,82.46982,12.0
5599,C-177276-5156-25,-154.094675625,1,2.45361,7.01743,7.35441,105.91425,91.30001,122.76718,16.0
5600,C-142775-4731-45,-154.219095,2,2.44007,6.693739999999999,6.26286,64.71016999999999,101.28882999999999,68.68499999999999,12.0
5601,C-189709-289-47,-154.1292175,2,3.10027,3.82043,4.7813,112.83072000000001,108.06102,62.10360000000001,6.0
5602,C-145298-5550-15,-154.18854,8,3.32132,4.336779999999999,3.3228,89.55989,83.33221000000002,89.56866000000001,8.0
5603,C-142751-9264-44,-154.08832,2,4.20321,4.267810000000001,3.69935,76.24872,111.47993000000001,119.30442999999997,8.0
5604,C-126134-7012-38,-154.09728233333334,2,3.3706,4.19657,3.47719,77.17415,64.349,78.51906,6.0
5605,C-92118-6527-10,-154.23248716666666,71,2.51253,4.11309,4.18952,119.3919,107.59028,89.9979,6.0
5606,C-53818-5632-3,-154.4416185,2,2.43045,4.293970000000001,4.76615,90.00954,116.00304,101.60171999999999,6.0
5607,C-92114-1640-7,-154.19801633333333,2,3.26372,3.27613,4.23681,123.96211,95.26385,99.08249999999998,6.0
5608,C-41316-1619-34,-154.2869,24,3.46984,3.3959,5.47091,71.89832,108.5126,90.01484,10.0
5609,C-34602-3867-44,-154.20698625,1,3.50492,3.8533,4.6701,97.62148,99.97118,101.35071,8.0
5610,C-90823-9181-19,-154.12870625,8,2.47161,3.89134,5.96995,89.03048,78.12311,90.00442,8.0
5611,C-176683-1873-40,-154.31695366666665,12,2.47964,3.68926,4.8961,92.77549,59.54395000000001,70.37689,6.0
5612,C-136214-3679-5,-154.114486,2,3.38244,4.22744,3.64356,88.24066,59.96315,102.28638,6.0
5613,C-28260-8517-19,-154.28605000000002,20,2.4245899999999994,4.19992,6.31055,50.17368000000001,67.39843,89.98773,6.0
5614,C-136251-4147-16,-154.4063855,179,3.5132000000000003,4.83109,3.51705,68.70567000000001,60.04715000000001,43.358820000000016,6.0
5615,C-148262-6595-20,-154.08260125,1,3.94142,3.7587700000000006,4.37047,82.97275999999998,81.06326,68.7316,8.0
5616,C-28220-4725-49,-154.52616550000002,8,2.47748,2.47834,6.31056,90.01779000000002,78.6725,120.03178999999999,6.0
5617,C-9632-1856-49,-154.45368875,2,2.4314699999999996,4.85865,6.05565,102.27789,99.2347,120.18655999999999,8.0
5618,C-145317-4010-46,-154.22292125,1,3.29424,3.30425,6.40097,75.30335,47.50151000000001,79.59394,8.0
5619,C-73635-4417-19,-154.23502375,4,2.4628600000000005,4.248379999999999,4.24791,79.56804,90.00332,89.99695,8.0
5620,C-170374-5689-12,-154.10183999999998,1,2.44844,4.760789999999999,5.01442,92.27963,87.90845,97.81121,10.0
5621,C-92130-9945-9,-154.16476133333333,1,2.46687,3.38675,5.25512,91.21154,89.98054,68.72439000000003,6.0
5622,C-72712-3931-15,-154.38687083333335,12,3.0074800000000006,4.20964,4.15509,75.561,110.08745999999998,68.71122,6.0
5623,C-130524-1316-30,-154.0748905,12,2.62099,4.68421,4.68352,133.97347,106.36305999999999,73.60984,6.0
5624,C-130503-1906-2,-154.1501325,12,2.45924,3.39845,6.90997,58.020450000000004,57.73638000000001,68.77304,6.0
5625,C-184074-4085-49,-154.193538,2,2.4284,5.320969999999999,5.5151,105.25238,90.78331,90.07385,10.0
5626,C-47636-5638-16,-154.4091,65,2.4762799999999996,4.86262,4.79454,112.06425,89.99979,120.61553,8.0
5627,C-53820-5674-48,-154.45158383333333,12,2.43175,3.0738000000000003,6.41967,110.30754999999999,101.11876000000001,77.23513,6.0
5628,C-106844-7188-49,-154.0717425,1,3.42226,4.65987,3.76035,98.47060999999998,101.45579999999998,88.19926,8.0
5629,C-73663-9884-9,-154.205155,2,3.35045,3.77635,6.69347,69.06851,75.32858,72.98617000000002,12.0
5630,C-41290-3170-29,-154.45284983333332,1,2.43534,3.053549999999999,6.39912,88.57371000000002,100.67445,110.54556000000001,6.0
5631,C-102891-3492-12,-154.11305083333335,1,2.45226,8.21117,6.49072,39.28873,83.21314000000001,87.43065000000001,12.0
5632,C-47668-7767-46,-154.455065,1,2.4333,3.1315000000000004,17.31641,75.21486,89.87811,66.51585,16.0
5633,C-28254-7962-34,-154.30924916666666,2,2.48093,3.6884799999999998,4.21983,104.99561,89.96358,109.67584000000001,6.0
5634,C-142833-2247-41,-154.0857095454545,1,2.46061,7.706779999999999,6.8312,83.79988,87.80134000000001,83.62784000000002,22.0
5635,C-92158-6662-49,-154.45773833333334,1,2.43015,2.42979,8.45583,90.51132999999999,96.99924000000001,120.00349,6.0
5636,C-72738-5062-49,-154.4501745,12,3.03187,2.43011,6.00569,78.87088,83.6077,91.08562,6.0
5637,C-141033-8048-16,-154.310138,2,2.48155,3.68923,4.21554,104.73991,90.02027,109.65641000000001,6.0
5638,C-176633-3584-33,-154.29054966666666,12,2.47971,2.5642000000000005,5.72633,91.67704,102.47537,90.01012,6.0
5639,C-170892-2455-40,-154.1920475,1,2.44831,4.54514,9.15685,111.44355000000002,97.67359,105.67567,12.0
5640,C-145305-3527-33,-154.222115,12,2.48485,3.82261,5.78074,106.03665,64.58793,108.9384,8.0
5641,C-76022-4977-36,-154.36206375,10,2.48759,4.69581,4.75951,103.59014,121.50134000000001,89.99368000000001,8.0
5642,C-134158-3120-48,-154.07947125,1,3.1576,3.74768,4.93138,90.92577,93.09795,88.53318000000002,8.0
5643,C-126153-9712-5,-154.166508,1,3.44909,4.15256,6.05082,104.94304,70.77109,73.08944000000001,10.0
5644,C-41302-4393-22,-154.294942,1,2.42909,4.16311,8.33835,65.02832,73.07844,90.00646,10.0
5645,C-73615-2489-10,-154.19829375,1,3.3514999999999997,3.4052899999999995,4.58024,89.27384,68.5668,87.92257000000001,8.0
5646,C-96665-6528-13,-154.37661,1,2.48342,5.698889999999999,6.63526,120.31732,89.98858,77.44041,14.0
5647,C-145378-5350-14,-154.08605625,1,3.32018,3.7861000000000002,3.91951,91.97894000000001,105.79251000000001,95.92381,8.0
5648,C-28220-4725-34,-154.25578083333332,12,2.47284,3.23348,6.12384,122.16434,78.30184,112.54749,6.0
5649,C-13677-4233-8,-154.21939375,1,2.44312,5.63438,8.35408,100.86213,89.94717,97.61918999999999,16.0
5650,C-41266-1576-15,-154.15514642857144,1,2.45599,6.60171,6.27123,79.06684,105.16894999999998,83.50861,14.0
5651,C-90823-9181-33,-154.07993666666667,1,2.5240300000000007,4.34953,7.41395,64.25597,88.01183,82.19039,12.0
5652,C-28266-8419-23,-154.173388,2,2.47324,4.64595,5.18345,87.50699000000002,110.13544999999999,86.13701,10.0
5653,C-40102-7970-9,-154.16224283333335,2,2.46577,3.3866200000000006,6.30853,123.55711,78.6125,111.45550999999999,6.0
5654,C-189696-7506-48,-154.15967283333333,51,2.48172,3.8467899999999995,3.74152,90.07013,89.99462,89.96288000000001,6.0
5655,C-9628-9669-15,-154.16660375,44,2.43895,4.689369999999999,4.68893,112.76583000000001,105.10286000000002,74.90983999999999,8.0
5656,C-157717-1262-31,-154.310192,12,2.48154,3.6878400000000005,4.2193,105.00257,89.98977000000001,109.64458999999998,6.0
5657,C-193932-9509-5,-154.23981899999998,5,2.45253,4.04858,6.03058,48.77674,78.17471,90.06521000000001,6.0
5658,C-136247-3248-47,-154.107046,2,2.9189700000000003,4.12821,5.06974,99.3633,111.85059,120.78250999999999,6.0
5659,C-40140-2962-43,-154.52654633333333,8,2.47796,2.47764,6.31078,78.68098000000002,89.99253,59.96651,6.0
5660,C-113066-6557-25,-154.2559025,1,2.4326999999999996,6.481649999999999,8.24327,114.50713,92.99385,103.33833,16.0
5661,C-152583-4955-32,-154.08155883333333,12,3.3267,3.32939,4.82698,86.35874000000001,61.47141,66.51773,6.0
5662,C-130509-1794-21,-154.08780071428572,1,2.4450299999999996,6.19425,6.82276,62.956999999999994,79.63934,66.70931999999999,14.0
5663,C-176633-3584-19,-154.136589,1,2.43892,5.28701,5.55313,73.01823,70.08878,84.03286,10.0
5664,C-40093-9787-30,-154.10233785714286,1,2.45142,6.21899,5.64198,85.73437,94.11753,109.68168,14.0
5665,C-134183-9440-37,-154.43585375,12,3.1136199999999996,4.62053,4.63493,92.10291,74.70197,117.73162000000004,8.0
5666,C-40124-9886-5,-154.40413850000002,12,2.9328,4.614319999999999,4.74414,53.34993999999999,61.09188000000001,63.09602000000001,6.0
5667,C-136363-9310-18,-154.15138916666666,1,2.44777,7.992099999999999,9.75376,121.47343000000001,104.51434,89.99711,24.0
5668,C-34611-1398-23,-154.22178125,12,2.48436,3.8227800000000003,5.78361,89.78841,64.56385,71.0073,8.0
5669,C-142831-9227-71,-154.06716666666665,1,5.34057,5.41584,5.1674,73.99543,66.13114,51.213739999999994,18.0
5670,C-113060-2504-13,-154.177273125,1,4.61269,4.6079300000000005,5.73204,98.08982,128.29017,95.39612,16.0
5671,C-152607-7999-40,-154.19550833333332,12,4.24234,4.23408,3.62764,131.67617,89.92079,120.03437,6.0
5672,C-27843-4868-37,-154.06695777777776,2,4.824709999999999,4.46796,6.85333,124.91808000000002,109.97111000000001,88.6949,18.0
5673,C-157689-1881-34,-154.31063583333335,2,2.48095,3.6862599999999994,4.22203,105.07081000000001,89.96061000000002,109.61996,6.0
5674,C-193930-7354-40,-154.54202883333332,227,2.48786,2.4876,6.577,67.73738,79.06375,59.97235999999999,6.0
5675,C-152601-7805-6,-154.17897,1,2.44559,5.57774,6.96775,90.24998,100.07564000000002,89.9873,14.0
5676,C-9622-7780-49,-154.17504625,2,2.46623,3.62716,6.47942,75.62699,82.39915000000002,62.331870000000016,8.0
5677,C-141057-8821-22,-154.25903214285717,1,2.4612,7.45584,4.69188,97.58544000000002,74.75779,80.49027,14.0
5678,C-145329-3191-32,-154.55071625,227,2.48915,4.306670000000001,4.30525,99.61813000000001,89.999,106.79801,8.0
5679,C-107730-3141-9,-154.066995,1,2.48551,4.502909999999999,9.19731,85.31626,90.55743,66.47172999999998,16.0
5680,C-184040-7075-19,-154.31134516666663,12,2.48198,3.68735,4.89761,66.84401,59.52738,70.34421,6.0
5681,C-40110-5594-11,-154.31215583333332,12,2.48126,3.68926,4.84168,122.58547999999999,75.16323000000001,109.65390000000001,6.0
5682,C-170335-8559-33,-154.295443,5,2.4279900000000003,4.8474,4.85822,105.53812,120.18137,60.0904,6.0
5683,C-106853-7201-46,-154.085875,1,3.16948,3.8552600000000004,5.68414,76.46758,106.92889000000001,116.0587,8.0
5684,C-136237-3205-34,-154.30982666666668,2,2.48127,3.6878799999999994,4.21867,75.08218,89.91886,70.37159,6.0
5685,C-172914-2327-34,-154.230238,1,2.44616,4.583850000000001,6.22758,98.48419999999999,78.61916,105.61886000000001,10.0
5686,C-47616-513-3,-154.123931875,1,2.4556900000000006,4.3719,8.6386,83.30948000000001,96.54294,94.76811999999998,16.0
5687,C-176683-1873-30,-154.32193633333333,63,2.4753399999999997,4.25266,3.72721,64.12943,90.0823,90.12815,6.0
5688,C-142791-7919-21,-154.32750875,12,3.3988300000000002,4.78734,4.78762,117.52440000000001,102.63665,122.62561999999998,8.0
5689,C-172919-5077-32,-154.31044928571427,1,2.46213,6.391320000000001,5.92635,101.24476,101.98451,101.13442,14.0
5690,C-76038-158-52,-154.08467,1,2.46373,6.98782,6.5933,41.27973000000001,77.27266999999999,70.48171,12.0
5691,C-47620-4862-16,-154.45285625,6,2.43083,3.07229,8.60608,109.51844999999999,73.24863,90.48851,8.0
5692,C-96663-8819-7,-154.274298,1,2.43706,4.22811,6.51543,85.20552,79.28444,90.05064000000002,10.0
5693,C-193924-4401-43,-154.31317233333334,12,2.48158,3.6896200000000006,4.8427,111.48951,104.85694,109.66534000000001,6.0
5694,C-145298-5550-55,-154.1093525,6,2.4672200000000006,3.7832099999999995,5.11225,90.06091,90.25416,89.99603,8.0
5695,C-157711-6174-29,-154.2507564285714,1,2.45401,6.173659999999999,6.74748,114.83841,94.60995,102.77144000000001,14.0
5696,C-80205-231-32,-154.26456125,1,2.42841,4.1527199999999995,6.26169,74.88063,101.18741000000001,89.91298000000002,8.0
5697,C-130522-136-16,-154.1546985,51,2.48156,3.74004,3.8443,89.92965,90.00723,89.99133,6.0
5698,C-96709-3568-11,-154.10053071428572,1,2.42841,6.79566,5.94415,91.71676000000001,114.07907,100.34727,14.0
5699,C-40138-885-3,-154.43792183333332,2,2.4318000000000004,3.07626,6.40682,83.87871,79.28141,111.69648000000001,6.0
5700,C-126165-3752-11,-154.25737316666667,12,2.45083,4.63956,4.53659,94.48626000000002,74.367,121.90494,6.0
5701,C-136237-3205-39,-154.155878,51,2.48274,4.490199999999999,3.84494,90.03835000000001,90.01665,123.58957000000002,6.0
5702,C-148238-9656-24,-154.26185375,12,2.4663699999999995,3.19791,7.90236,69.37463,89.99060000000001,67.28276999999999,8.0
5703,C-134162-3158-38,-154.18451416666667,1,3.19445,5.599610000000001,7.28393,86.86326,111.84455,130.39078,12.0
5704,C-57156-2568-43,-154.07710375,1,3.55759,3.2855600000000003,5.02518,79.80339,67.29671,103.50582999999999,8.0
5705,C-157685-398-14,-154.54442483333335,227,2.48798,2.48823,6.57727,112.25749,79.06186,120.02069,6.0
5706,C-13915-4927-3,-154.100728,2,4.12912,3.63478,3.57038,97.65862,77.21954,123.85032,6.0
